Feature,CompGroup.C.,BaseGroup.B.,NumSamplesInC,NumSamplesInB,SignedFC,Tstatistic,Parameter,Pvalue,X95.Conf.Int.1,X95.Conf.Int.2,MeanC,MeanB,NullValue.DifferenceInMeans,Alternative,Method,FDR
X3825013_SSBP4,Relapse,RelapseFree,20,20,-1.20375142,-2.114260736,37.88124909,0.041132569,-0.523729703,-0.011345297,5.728339,5.9958765,0,two.sided,Welch Two Sample t-test,0.998325515
X3907987_SLC13A3,Relapse,RelapseFree,20,20,1.134115049,2.113921751,37.80202847,0.041177462,0.007659711,0.355474289,4.3779255,4.1963585,0,two.sided,Welch Two Sample t-test,0.998325515
X3320819_MICALCL,Relapse,RelapseFree,20,20,1.238912673,2.123215367,33.48033218,0.041211769,0.013073317,0.605075683,4.9158065,4.606732,0,two.sided,Welch Two Sample t-test,0.998325515
X3907173_WFDC12,Relapse,RelapseFree,20,20,1.199305746,2.1227223,33.33157181,0.041290065,0.010990298,0.513408702,4.0432575,3.781058,0,two.sided,Welch Two Sample t-test,0.998325515
X3643196_WDR90,Relapse,RelapseFree,20,20,-1.083127816,-2.117396343,35.39217068,0.041323648,-0.225614069,-0.004792931,5.648813,5.7640165,0,two.sided,Welch Two Sample t-test,0.998325515
X3081613_LMBR1,Relapse,RelapseFree,20,20,-1.57734036,-2.117007262,35.51761897,0.041333312,-1.28767075,-0.02731725,2.369058,3.026552,0,two.sided,Welch Two Sample t-test,0.998325515
X2638789_CD86,Relapse,RelapseFree,20,20,-1.167012893,-2.112249629,37.76509938,0.041336012,-0.436416786,-0.009224214,2.6882045,2.911025,0,two.sided,Welch Two Sample t-test,0.998325515
X2447107_TEDDM1,Relapse,RelapseFree,20,20,1.182810536,2.110039812,37.96053834,0.041502569,0.009823636,0.474614364,2.8746395,2.6324205,0,two.sided,Welch Two Sample t-test,0.998325515
X3773534_FLJ46026,Relapse,RelapseFree,20,20,1.160076544,2.116525049,34.63863583,0.041559904,0.008669888,0.419770112,4.687437,4.473217,0,two.sided,Welch Two Sample t-test,0.998325515
X3101514_TRIM55,Relapse,RelapseFree,20,20,-1.093254283,-2.112144224,36.35188277,0.041609563,-0.252097865,-0.005160135,2.933747,3.062376,0,two.sided,Welch Two Sample t-test,0.998325515
X3113202_NOV,Relapse,RelapseFree,20,20,1.15122035,2.110613174,36.62013298,0.041697677,0.008057878,0.398270122,4.9986355,4.7954715,0,two.sided,Welch Two Sample t-test,0.998325515
X3863504_DEDD2,Relapse,RelapseFree,20,20,1.156448083,2.106172986,37.96737073,0.041856001,0.008136596,0.411264404,5.884494,5.6747935,0,two.sided,Welch Two Sample t-test,0.998325515
X3687405_FAM57B,Relapse,RelapseFree,20,20,1.144370331,2.111374959,35.36660943,0.041876605,0.007557696,0.381550304,4.6112335,4.4166795,0,two.sided,Welch Two Sample t-test,0.998325515
X3716950_ADAP2,Relapse,RelapseFree,20,20,-1.104346574,-2.107873893,36.67304462,0.041938712,-0.280878616,-0.005507384,4.3801395,4.5233325,0,two.sided,Welch Two Sample t-test,0.998325515
X3000643_,Relapse,RelapseFree,20,20,-1.186270485,-2.131512384,28.00336499,0.041960448,-0.483256576,-0.009609424,1.4489745,1.6954075,0,two.sided,Welch Two Sample t-test,0.998325515
X2926147_TAAR6,Relapse,RelapseFree,20,20,-1.384882427,-2.116604146,32.81717721,0.041963546,-0.921403614,-0.018123386,1.780697,2.2504605,0,two.sided,Welch Two Sample t-test,0.998325515
X3833967_CYP2F1,Relapse,RelapseFree,20,20,1.251753943,2.109045031,35.85516806,0.041991125,0.012390445,0.635511555,6.7247015,6.4007505,0,two.sided,Welch Two Sample t-test,0.998325515
X2362511_DARC,Relapse,RelapseFree,20,20,1.108207088,2.106424222,37.01681158,0.042006954,0.005648035,0.290806965,4.8817385,4.733511,0,two.sided,Welch Two Sample t-test,0.998325515
X2934451_SLC22A1,Relapse,RelapseFree,20,20,1.127239835,2.106000459,37.04081461,0.042041507,0.006554322,0.339034678,4.6920155,4.519221,0,two.sided,Welch Two Sample t-test,0.998325515
X3995472_PNMA6A,Relapse,RelapseFree,20,20,1.219679842,2.105533239,37.04641502,0.042083558,0.010807657,0.562197343,5.132253,4.8457505,0,two.sided,Welch Two Sample t-test,0.998325515
X2794792_VEGFC,Relapse,RelapseFree,20,20,-1.140099707,-2.104227006,37.67737186,0.042087729,-0.371194595,-0.007125405,4.8802165,5.0693765,0,two.sided,Welch Two Sample t-test,0.998325515
X2962026_LCA5,Relapse,RelapseFree,20,20,-1.169241143,-2.103054138,37.97599904,0.042142445,-0.442712479,-0.008432521,2.937413,3.1629855,0,two.sided,Welch Two Sample t-test,0.998325515
X3444329_TAS2R10,Relapse,RelapseFree,20,20,1.286823778,2.111692971,33.73636456,0.042198771,0.013587025,0.714041975,3.050018,2.6862035,0,two.sided,Welch Two Sample t-test,0.998325515
X3963973_C22orf40,Relapse,RelapseFree,20,20,1.116497484,2.101911954,37.61482899,0.042313615,0.005811622,0.312148378,4.396592,4.237612,0,two.sided,Welch Two Sample t-test,0.998325515
X3682445_XYLT1,Relapse,RelapseFree,20,20,1.123716417,2.101420286,37.41910193,0.042395214,0.00608543,0.33047057,5.347563,5.179285,0,two.sided,Welch Two Sample t-test,0.998325515
X3620421_PLA2G4F,Relapse,RelapseFree,20,20,1.115312503,2.10884292,33.7481428,0.042458136,0.005677183,0.309218817,4.2748305,4.1173825,0,two.sided,Welch Two Sample t-test,0.998325515
X3419898_RASSF3,Relapse,RelapseFree,20,20,1.24815318,2.116090601,31.02610938,0.042462312,0.011583264,0.628006736,4.987666,4.667871,0,two.sided,Welch Two Sample t-test,0.998325515
X4016485_RAB40A,Relapse,RelapseFree,20,20,-1.202034663,-2.10857529,33.82862289,0.04246464,-0.521394388,-0.009562612,4.1308795,4.396358,0,two.sided,Welch Two Sample t-test,0.998325515
X3961325_ENTHD1,Relapse,RelapseFree,20,20,-1.11743313,-2.101534314,36.98545987,0.042465558,-0.314636151,-0.005740849,1.931032,2.0912205,0,two.sided,Welch Two Sample t-test,0.998325515
X3203524_AQP7,Relapse,RelapseFree,20,20,1.267530094,2.104486217,35.48666984,0.042486386,0.012249591,0.671790409,5.5517895,5.2097695,0,two.sided,Welch Two Sample t-test,0.998325515
X3652609_SMG1,Relapse,RelapseFree,20,20,1.484931108,2.099158562,37.99746407,0.04250075,0.020314227,1.120477773,3.4830585,2.9126625,0,two.sided,Welch Two Sample t-test,0.998325515
X3645901_NAT15,Relapse,RelapseFree,20,20,1.224994694,2.10644436,34.46362421,0.042520971,0.010452963,0.575098037,5.9184125,5.625637,0,two.sided,Welch Two Sample t-test,0.998325515
X3668898_ZFP1,Relapse,RelapseFree,20,20,-1.116877145,-2.107069797,34.16541029,0.042528488,-0.313250534,-0.005690466,3.7903305,3.949801,0,two.sided,Welch Two Sample t-test,0.998325515
X2663295_TMEM40,Relapse,RelapseFree,20,20,1.109274948,2.097761257,37.8026409,0.042666425,0.005207946,0.294026054,4.5958825,4.4462655,0,two.sided,Welch Two Sample t-test,0.998325515
X3571727_ALDH6A1,Relapse,RelapseFree,20,20,1.298473886,2.116631295,30.05206735,0.042681685,0.013264276,0.740369724,4.8042455,4.4274285,0,two.sided,Welch Two Sample t-test,0.998325515
X3085403_MSRA,Relapse,RelapseFree,20,20,1.181681716,2.096668757,37.44363882,0.042834504,0.008188563,0.473494437,5.845527,5.6046855,0,two.sided,Welch Two Sample t-test,0.998325515
X3878025_DSTN,Relapse,RelapseFree,20,20,1.450044324,2.094270551,37.95542782,0.042966583,0.01786716,1.05432684,8.4390995,7.9030025,0,two.sided,Welch Two Sample t-test,0.998325515
X3570475_SYNJ2BP,Relapse,RelapseFree,20,20,1.330682605,2.105742861,32.63967617,0.043004902,0.013774616,0.810558384,4.3726915,3.960525,0,two.sided,Welch Two Sample t-test,0.998325515
X2465519_ZNF669,Relapse,RelapseFree,20,20,1.12863696,2.093532824,37.95619631,0.043035989,0.005759134,0.343403866,4.2584965,4.083915,0,two.sided,Welch Two Sample t-test,0.998325515
X3359121_IGF2,Relapse,RelapseFree,20,20,-2.110114083,-2.105527692,32.10677314,0.043156477,-2.119408882,-0.035233118,4.734966,5.812287,0,two.sided,Welch Two Sample t-test,0.998325515
X2904597_PPARD,Relapse,RelapseFree,20,20,1.142330411,2.093983898,37.04513617,0.043161696,0.006222874,0.377737126,5.559198,5.367218,0,two.sided,Welch Two Sample t-test,0.998325515
X2835848_SLC36A1,Relapse,RelapseFree,20,20,1.165409923,2.10240055,33.23986504,0.043173098,0.00718928,0.43448572,4.822233,4.6013955,0,two.sided,Welch Two Sample t-test,0.998325515
X2782822_NDST4,Relapse,RelapseFree,20,20,-1.12611253,-2.103080001,32.90369763,0.043189276,-0.33713404,-0.00556796,2.032848,2.204199,0,two.sided,Welch Two Sample t-test,0.998325515
X3676165_HAGH,Relapse,RelapseFree,20,20,1.153506793,2.0986733,34.35958186,0.043267996,0.006598183,0.405454817,6.545911,6.3398845,0,two.sided,Welch Two Sample t-test,0.998325515
X3438772_EP400NL,Relapse,RelapseFree,20,20,-1.120973754,-2.090603893,37.73456064,0.043353337,-0.324324126,-0.005180874,3.072188,3.2369405,0,two.sided,Welch Two Sample t-test,0.998325515
X2773407_PPBPL2,Relapse,RelapseFree,20,20,1.133219632,2.098514396,33.64979765,0.043442288,0.005630792,0.355224208,2.900806,2.7203785,0,two.sided,Welch Two Sample t-test,0.998325515
X3569374_VTI1B,Relapse,RelapseFree,20,20,1.235824174,2.091586281,36.29275818,0.04353413,0.009355907,0.601591093,6.09401,5.7885365,0,two.sided,Welch Two Sample t-test,0.998325515
X3665161_C16orf70,Relapse,RelapseFree,20,20,-1.181621105,-2.087719597,37.77983546,0.043619527,-0.474276644,-0.007258356,5.2093275,5.450095,0,two.sided,Welch Two Sample t-test,0.998325515
X3767280_AMZ2P1,Relapse,RelapseFree,20,20,-1.152861337,-2.108448036,29.272721,0.043665616,-0.404204314,-0.006233686,3.44939,3.654609,0,two.sided,Welch Two Sample t-test,0.998325515
X3607447_ABHD2,Relapse,RelapseFree,20,20,1.465143528,2.091550852,35.65595746,0.04366564,0.016539328,1.085544672,6.5397605,5.9887185,0,two.sided,Welch Two Sample t-test,0.998325515
X2353067_TSHB,Relapse,RelapseFree,20,20,-1.149337099,-2.107974693,29.35005694,0.04368636,-0.395526133,-0.006077867,2.713389,2.914191,0,two.sided,Welch Two Sample t-test,0.998325515
X2690900_CD80,Relapse,RelapseFree,20,20,-1.102992132,-2.09970825,32.12172631,0.043697228,-0.278596509,-0.004248491,2.9855885,3.127011,0,two.sided,Welch Two Sample t-test,0.998325515
X2440523_USF1,Relapse,RelapseFree,20,20,-1.115864616,-2.089671024,36.07126828,0.043760347,-0.311652858,-0.004671142,4.809658,4.96782,0,two.sided,Welch Two Sample t-test,0.998325515
X2834863_ABLIM3,Relapse,RelapseFree,20,20,1.104208797,2.093339881,33.95594946,0.043861525,0.004167285,0.281858715,4.728835,4.585822,0,two.sided,Welch Two Sample t-test,0.998325515
X3747522_TNFRSF13B,Relapse,RelapseFree,20,20,-1.134821981,-2.089088399,35.64155266,0.043903093,-0.359666481,-0.005265519,6.120977,6.303443,0,two.sided,Welch Two Sample t-test,0.998325515
X2805635_NPR3,Relapse,RelapseFree,20,20,-1.122926499,-2.08419897,37.99693825,0.043917073,-0.329727907,-0.004799093,3.141132,3.3083955,0,two.sided,Welch Two Sample t-test,0.998325515
X3654699_NUPR1,Relapse,RelapseFree,20,20,1.560138382,2.085779246,37.15901016,0.043920507,0.018421442,1.264926558,8.3701185,7.7284445,0,two.sided,Welch Two Sample t-test,0.998325515
X3437801_PIWIL1,Relapse,RelapseFree,20,20,1.55691912,2.136811783,21.96084807,0.044003557,0.018748329,1.258639671,3.8018825,3.1631885,0,two.sided,Welch Two Sample t-test,0.998325515
X3851651_TNPO2,Relapse,RelapseFree,20,20,-1.113598366,-2.092350701,33.15471821,0.044141139,-0.306140507,-0.004317493,5.704329,5.859558,0,two.sided,Welch Two Sample t-test,0.998325515
X3329099_GYLTL1B,Relapse,RelapseFree,20,20,1.098039916,2.081786595,37.87042122,0.044172308,0.003705132,0.266155868,5.477439,5.3425085,0,two.sided,Welch Two Sample t-test,0.998325515
X2700780_FAM194A,Relapse,RelapseFree,20,20,-1.134162216,-2.113928762,26.06503622,0.044245859,-0.358214934,-0.005039066,2.4821675,2.6637945,0,two.sided,Welch Two Sample t-test,0.998325515
X3713627_SLC5A10,Relapse,RelapseFree,20,20,1.098783766,2.080616784,37.99369999,0.044262874,0.003671785,0.268143215,5.04827,4.9123625,0,two.sided,Welch Two Sample t-test,0.998325515
X2675088_IFRD2,Relapse,RelapseFree,20,20,-1.101196935,-2.091422308,32.65836385,0.044349343,-0.274414661,-0.003730339,5.0934645,5.232537,0,two.sided,Welch Two Sample t-test,0.998325515
X3190242_DNM1,Relapse,RelapseFree,20,20,-1.198982831,-2.094438594,31.10962757,0.044459798,-0.516719786,-0.006902214,4.872897,5.134708,0,two.sided,Welch Two Sample t-test,0.998325515
X2344984_CLCA2,Relapse,RelapseFree,20,20,-1.101235482,-2.078013228,37.82937237,0.044545279,-0.274676282,-0.003569718,2.600935,2.740058,0,two.sided,Welch Two Sample t-test,0.998325515
X2421121_ODF2L,Relapse,RelapseFree,20,20,-1.298201655,-2.077191844,37.99458768,0.044594998,-0.74346054,-0.00956846,4.3080505,4.684565,0,two.sided,Welch Two Sample t-test,0.998325515
X3188200_OR1L1,Relapse,RelapseFree,20,20,-1.183091372,-2.092104356,31.01726239,0.044707571,-0.479020203,-0.006102797,1.847672,2.0902335,0,two.sided,Welch Two Sample t-test,0.998325515
X3954729_LOC388882,Relapse,RelapseFree,20,20,-1.168464173,-2.076972138,37.0058743,0.044801139,-0.443734274,-0.005492726,2.364745,2.5893585,0,two.sided,Welch Two Sample t-test,0.998325515
X3947036_MEI1,Relapse,RelapseFree,20,20,-1.127627057,-2.083377561,33.94755235,0.044818216,-0.342336504,-0.004243496,2.7995955,2.9728855,0,two.sided,Welch Two Sample t-test,0.998325515
X3709604_ARHGEF15,Relapse,RelapseFree,20,20,1.10463175,2.08589592,32.45474063,0.044930203,0.003446936,0.283684064,5.6042515,5.460686,0,two.sided,Welch Two Sample t-test,0.998325515
X2674501_AMT,Relapse,RelapseFree,20,20,1.132188363,2.074383493,37.39081811,0.044980933,0.004222791,0.354005209,5.0391115,4.8599975,0,two.sided,Welch Two Sample t-test,0.998325515
X4035017_UTY,Relapse,RelapseFree,20,20,1.797433007,2.083712269,33.08551945,0.044987204,0.020053907,1.671822093,3.950677,3.104739,0,two.sided,Welch Two Sample t-test,0.998325515
X2881370_CD74,Relapse,RelapseFree,20,20,-1.486441823,-2.077231926,35.52777011,0.045071408,-1.130456104,-0.013269896,6.873985,7.445848,0,two.sided,Welch Two Sample t-test,0.998325515
X3161379_TPD52L3,Relapse,RelapseFree,20,20,-1.133199209,-2.084925178,32.17331351,0.045094726,-0.356613201,-0.004189799,1.902785,2.0831865,0,two.sided,Welch Two Sample t-test,0.998325515
X3934695_PTTG1IP,Relapse,RelapseFree,20,20,1.28244504,2.076305174,35.80707372,0.045104204,0.008267883,0.709526117,7.795522,7.436625,0,two.sided,Welch Two Sample t-test,0.998325515
X3464860_DUSP6,Relapse,RelapseFree,20,20,1.397618878,2.074517726,36.62504748,0.045114999,0.011087598,0.954854402,5.596335,5.113364,0,two.sided,Welch Two Sample t-test,0.998325515
X3389954_SLN,Relapse,RelapseFree,20,20,-1.184788465,-2.074610099,36.52960447,0.045124731,-0.483653685,-0.005605315,2.829,3.0736295,0,two.sided,Welch Two Sample t-test,0.998325515
X2999948_OGDH,Relapse,RelapseFree,20,20,1.166952631,2.081739982,33.08902066,0.045177691,0.005075284,0.440416716,6.265011,6.042265,0,two.sided,Welch Two Sample t-test,0.998325515
X2849588_LOC100128508,Relapse,RelapseFree,20,20,1.288544177,2.087484675,30.89402829,0.045185127,0.00835521,0.72312879,5.15887,4.793128,0,two.sided,Welch Two Sample t-test,0.998325515
X3734797_KIAA0195,Relapse,RelapseFree,20,20,1.095144318,2.071240774,37.95132841,0.045185482,0.002960252,0.259281748,5.244012,5.112891,0,two.sided,Welch Two Sample t-test,0.998325515
X3274716_tAKR,Relapse,RelapseFree,20,20,-1.238378646,-2.071189452,37.87684718,0.045204198,-0.609968192,-0.006936808,2.370356,2.6788085,0,two.sided,Welch Two Sample t-test,0.998325515
X3689827_ANKRD26P1,Relapse,RelapseFree,20,20,-1.113260717,-2.086345818,31.17658595,0.045218149,-0.306073653,-0.003509347,1.732919,1.8877105,0,two.sided,Welch Two Sample t-test,0.998325515
X3886072_L3MBTL,Relapse,RelapseFree,20,20,1.075721039,2.070019216,37.604556,0.045370021,0.002285418,0.208322582,5.437264,5.33196,0,two.sided,Welch Two Sample t-test,0.998325515
X3265809_C10orf96,Relapse,RelapseFree,20,20,-1.150116895,-2.073870252,35.47742386,0.045411282,-0.3992081,-0.0043529,1.62827,1.8300505,0,two.sided,Welch Two Sample t-test,0.998325515
X3985709_TMEM31,Relapse,RelapseFree,20,20,1.246463381,2.069944657,36.97728038,0.045496485,0.006711707,0.628969293,3.049051,2.7312105,0,two.sided,Welch Two Sample t-test,0.998325515
X2560524_TACR1,Relapse,RelapseFree,20,20,1.148783155,2.070754601,36.47797042,0.045514223,0.004211617,0.396001383,3.5136555,3.313549,0,two.sided,Welch Two Sample t-test,0.998325515
X2373336_CFH,Relapse,RelapseFree,20,20,-1.320607276,-2.088725541,29.27897006,0.045533955,-0.793885805,-0.008517195,3.6583265,4.059528,0,two.sided,Welch Two Sample t-test,0.998325515
X3745225_MYH4,Relapse,RelapseFree,20,20,-1.121745192,-2.088542798,29.17402386,0.045583879,-0.328010661,-0.003479339,2.1584915,2.3242365,0,two.sided,Welch Two Sample t-test,0.998325515
X2724671_RHOH,Relapse,RelapseFree,20,20,-1.15478118,-2.069022335,36.69328452,0.045643027,-0.410998548,-0.004240452,3.831262,4.0388815,0,two.sided,Welch Two Sample t-test,0.998325515
X3589051_TMCO5A,Relapse,RelapseFree,20,20,-1.123198178,-2.071985339,35.2373993,0.045647577,-0.3317978,-0.0034272,1.6276425,1.795255,0,two.sided,Welch Two Sample t-test,0.998325515
X3848020_TNFSF14,Relapse,RelapseFree,20,20,1.114851459,2.066440823,37.74749832,0.045697883,0.003157755,0.310545245,5.159989,5.0031375,0,two.sided,Welch Two Sample t-test,0.998325515
X2907173_HCRP1,Relapse,RelapseFree,20,20,1.413679423,2.072810053,34.31554802,0.045767532,0.009940296,0.988969704,4.05539,3.555935,0,two.sided,Welch Two Sample t-test,0.998325515
X2383479_LOC503543,Relapse,RelapseFree,20,20,-1.173402117,-2.065674877,37.75063956,0.045773481,-0.456833765,-0.004561235,1.905242,2.1359395,0,two.sided,Welch Two Sample t-test,0.998325515
X3645359_ZG16B,Relapse,RelapseFree,20,20,1.349764766,2.064222053,37.89477937,0.04589159,0.008310135,0.857105865,7.94219,7.509482,0,two.sided,Welch Two Sample t-test,0.998325515
X3812385_CD226,Relapse,RelapseFree,20,20,-1.128577506,-2.064424616,37.77282781,0.045893949,-0.345661035,-0.003349965,3.225792,3.4002975,0,two.sided,Welch Two Sample t-test,0.998325515
X3039399_TMEM195,Relapse,RelapseFree,20,20,-1.225590059,-2.086881071,28.2207612,0.046049359,-0.581440954,-0.005512046,2.389993,2.6834695,0,two.sided,Welch Two Sample t-test,0.998325515
X3360702_OR52L1,Relapse,RelapseFree,20,20,1.189030317,2.06265527,37.78146181,0.046069166,0.004586806,0.494984194,2.968871,2.7190855,0,two.sided,Welch Two Sample t-test,0.998325515
X2931970_MYCT1,Relapse,RelapseFree,20,20,-1.185499866,-2.081310222,29.79444705,0.046099404,-0.486456112,-0.004534888,2.3717805,2.617276,0,two.sided,Welch Two Sample t-test,0.998325515
X3468743_NT5DC3,Relapse,RelapseFree,20,20,1.331273507,2.063156302,37.24329231,0.046120457,0.007485292,0.818128708,5.469307,5.0565,0,two.sided,Welch Two Sample t-test,0.998325515
X3421985_KCNMB4,Relapse,RelapseFree,20,20,-1.125325999,-2.062923855,37.06644664,0.046177708,-0.337642834,-0.003043166,4.5587155,4.7290585,0,two.sided,Welch Two Sample t-test,0.998325515
X4016726_H2BFWT,Relapse,RelapseFree,20,20,1.189217007,2.059003236,37.50346343,0.046488184,0.004095445,0.495928555,3.368326,3.118314,0,two.sided,Welch Two Sample t-test,0.998325515
X3444216_STYK1,Relapse,RelapseFree,20,20,1.247706408,2.065222778,34.24247359,0.04653798,0.005180287,0.633376713,3.9601595,3.640881,0,two.sided,Welch Two Sample t-test,0.998325515
X4019412_CXorf56,Relapse,RelapseFree,20,20,-1.237266258,-2.056754776,37.64486835,0.046688721,-0.60957295,-0.00473905,1.9934205,2.3005765,0,two.sided,Welch Two Sample t-test,0.998325515
X3094778_TACC1,Relapse,RelapseFree,20,20,1.370492089,2.06577498,33.17662991,0.046731797,0.006971066,0.902416934,6.913582,6.458888,0,two.sided,Welch Two Sample t-test,0.998325515
X3589410_C15orf54,Relapse,RelapseFree,20,20,1.300254923,2.065461927,33.20658141,0.046755938,0.005763605,0.751825395,2.5168945,2.1381,0,two.sided,Welch Two Sample t-test,0.998325515
X3955627_LRP5L,Relapse,RelapseFree,20,20,1.136304113,2.061145932,35.06519522,0.046765317,0.002788108,0.365909892,4.2504535,4.0661045,0,two.sided,Welch Two Sample t-test,0.998325515
X3042012_C7orf31,Relapse,RelapseFree,20,20,-1.109206519,-2.054589169,37.91915789,0.046857203,-0.296868797,-0.002187203,2.9793285,3.1288565,0,two.sided,Welch Two Sample t-test,0.998325515
X3733238_KCNJ16,Relapse,RelapseFree,20,20,1.288544177,2.079637336,27.865886,0.046877305,0.005414269,0.726069731,2.991195,2.625453,0,two.sided,Welch Two Sample t-test,0.998325515
X3963913_LOC554174,Relapse,RelapseFree,20,20,-1.302956573,-2.059186419,35.2366459,0.046926149,-0.758096282,-0.005481718,3.723054,4.104843,0,two.sided,Welch Two Sample t-test,0.998325515
X3571667_ENTPD5,Relapse,RelapseFree,20,20,1.420892097,2.062535965,33.64024117,0.046946655,0.007246302,1.006347698,6.8103345,6.3035375,0,two.sided,Welch Two Sample t-test,0.998325515
X3824596_B3GNT3,Relapse,RelapseFree,20,20,1.188599764,2.051687656,37.95851698,0.0471456,0.003307105,0.495218895,6.609988,6.360725,0,two.sided,Welch Two Sample t-test,0.998325515
X2359492_SPRR1A,Relapse,RelapseFree,20,20,1.147301446,2.050392604,37.99652795,0.047271056,0.002513101,0.393975899,5.2443005,5.046056,0,two.sided,Welch Two Sample t-test,0.998325515
X3767465_AXIN2,Relapse,RelapseFree,20,20,-1.230810367,-2.058767806,33.60443144,0.047335888,-0.595485402,-0.003731598,5.498013,5.7976215,0,two.sided,Welch Two Sample t-test,0.998325515
X2438765_ETV3L,Relapse,RelapseFree,20,20,-1.143012753,-2.049204086,37.99988979,0.047392316,-0.383348266,-0.002334734,4.0791955,4.272037,0,two.sided,Welch Two Sample t-test,0.998325515
X3954746_IGLL1,Relapse,RelapseFree,20,20,1.208478243,2.049508404,37.34670755,0.047484218,0.003192533,0.543190467,5.6774525,5.404261,0,two.sided,Welch Two Sample t-test,0.998325515
X2574938_LOC100131492,Relapse,RelapseFree,20,20,1.174803932,2.048707982,37.76786803,0.047486541,0.002711968,0.462128032,4.0390445,3.8066245,0,two.sided,Welch Two Sample t-test,0.998325515
X2854824_HEATR7B2,Relapse,RelapseFree,20,20,-1.079500192,-2.05022244,35.89509575,0.047700709,-0.219546905,-0.001180095,2.614292,2.7246555,0,two.sided,Welch Two Sample t-test,0.998325515
X3395807_OR6T1,Relapse,RelapseFree,20,20,1.18302085,2.046416197,37.59561921,0.047755145,0.002524588,0.482426412,2.9213535,2.678878,0,two.sided,Welch Two Sample t-test,0.998325515
X3430959_ACACB,Relapse,RelapseFree,20,20,1.102122051,2.049711411,35.66723291,0.047800903,0.001434534,0.279133466,5.104447,4.964163,0,two.sided,Welch Two Sample t-test,0.998325515
X3353867_OR10G4,Relapse,RelapseFree,20,20,1.286550422,2.045292171,37.97034122,0.047800917,0.003704955,0.723311045,5.898767,5.535259,0,two.sided,Welch Two Sample t-test,0.998325515
X3215395_BARX1,Relapse,RelapseFree,20,20,-1.103745457,-2.046450375,36.99055743,0.047868274,-0.283406516,-0.001408484,5.4568125,5.59922,0,two.sided,Welch Two Sample t-test,0.998325515
X3975467_KDM6A,Relapse,RelapseFree,20,20,-1.225274505,-2.043848364,37.67563562,0.048005768,-0.583502207,-0.002707793,4.1049995,4.3981045,0,two.sided,Welch Two Sample t-test,0.998325515
X2676182_NT5DC2,Relapse,RelapseFree,20,20,-1.08297392,-2.043666079,37.5624743,0.048046157,-0.228956146,-0.001040854,5.1538105,5.268809,0,two.sided,Welch Two Sample t-test,0.998325515
X2333635_DPH2,Relapse,RelapseFree,20,20,-1.10611777,-2.04326614,37.71876341,0.048058054,-0.289701397,-0.001308603,4.355716,4.501221,0,two.sided,Welch Two Sample t-test,0.998325515
X3944404_APOL1,Relapse,RelapseFree,20,20,-1.307632374,-2.042647489,37.91545371,0.048085389,-0.770484194,-0.003429806,5.4039325,5.7908895,0,two.sided,Welch Two Sample t-test,0.998325515
X3446728_SLCO1A2,Relapse,RelapseFree,20,20,-1.120165577,-2.043875447,35.82132519,0.048372103,-0.326188065,-0.001235935,2.052726,2.216438,0,two.sided,Welch Two Sample t-test,0.998325515
X3502632_TMCO3,Relapse,RelapseFree,20,20,1.327083824,2.039623409,37.96004339,0.048392321,0.003034342,0.813484658,6.3598455,5.951586,0,two.sided,Welch Two Sample t-test,0.998325515
X2701294_TMEM14E,Relapse,RelapseFree,20,20,1.367894533,2.046690456,34.15453479,0.048445965,0.003264781,0.900649219,5.3464765,4.8945195,0,two.sided,Welch Two Sample t-test,0.998325515
X4031068_CYorf15B,Relapse,RelapseFree,20,20,2.099523593,2.047256643,33.79309025,0.048471416,0.007606944,2.132517056,4.511571,3.441509,0,two.sided,Welch Two Sample t-test,0.998325515
X3365318_SAA4,Relapse,RelapseFree,20,20,-1.192239436,-2.039788509,37.02816061,0.048553566,-0.505650688,-0.001697312,2.6240755,2.8777495,0,two.sided,Welch Two Sample t-test,0.998325515
X2625546_SPATA12,Relapse,RelapseFree,20,20,1.139964976,2.046740174,33.50233038,0.048593972,0.001235754,0.376743246,3.722216,3.5332265,0,two.sided,Welch Two Sample t-test,0.998325515
X3071063_GRM8,Relapse,RelapseFree,20,20,1.638720148,2.047947013,32.73653473,0.048656486,0.004456981,1.420682019,5.045315,4.3327455,0,two.sided,Welch Two Sample t-test,0.998325515
X3191176_USP20,Relapse,RelapseFree,20,20,1.083614798,2.037519073,37.66268488,0.048668828,0.000712409,0.230991591,4.377653,4.261801,0,two.sided,Welch Two Sample t-test,0.998325515
X2638869_CSTA,Relapse,RelapseFree,20,20,-1.573100126,-2.051669175,31.11631651,0.048698798,-1.303250062,-0.003970938,3.5587215,4.212332,0,two.sided,Welch Two Sample t-test,0.998325515
X2750627_CPE,Relapse,RelapseFree,20,20,-1.543077476,-2.054654474,30.03155764,0.048702821,-1.247822253,-0.003798747,4.21112,4.8369305,0,two.sided,Welch Two Sample t-test,0.998325515
X3557350_SLC22A17,Relapse,RelapseFree,20,20,1.128082828,2.043328659,34.49398845,0.048717998,0.001034358,0.346711642,5.7911555,5.6172825,0,two.sided,Welch Two Sample t-test,0.998325515
X4008170_AKAP4,Relapse,RelapseFree,20,20,1.132311579,2.037061398,37.63231812,0.048722682,0.001057596,0.357484404,3.4356895,3.2564185,0,two.sided,Welch Two Sample t-test,0.998325515
